Date,0,1,2,3,4,5,6,7,K-Means
2018-08-24 20:00:00,-0.10397295,-0.10902012,-0.027954651,-0.43174845,0.040796403,-0.16920304,-0.018690461,0.2348416,2
2017-06-23 08:00:00,-0.041410964,-0.20366539,-0.53644735,0.24604367,0.2657073,-0.13428637,-0.5962207,-0.11087578,6
2017-06-14 16:00:00,-0.07106302,-0.19609511,0.30949023,0.44308692,-0.2275066,0.19643427,0.4581557,-0.13909245,3
2018-05-04 08:00:00,-0.14739259,0.1524829,-0.35612336,-0.32972267,0.007891007,0.2516739,-0.15783833,-0.049305603,6
2018-07-27 04:00:00,-0.009546731,0.096668705,0.10679018,0.39132416,-0.24097145,0.18879774,0.5125166,-0.22870149,3
2018-03-27 04:00:00,-0.16284773,-0.57100683,0.17867237,0.089887336,-0.38495556,0.2743966,0.5612574,0.28620073,5
2018-06-27 16:00:00,0.047937363,-0.09810944,-0.0066741584,-0.16777831,-0.22703496,0.31393883,-0.15002862,0.33511183,2
2017-06-13 20:00:00,-0.055237632,-0.08537609,-0.053870946,0.44474456,0.18024074,0.34970054,-0.13266324,-0.53803927,4
2017-07-27 20:00:00,-0.032419827,0.18615118,-0.061177284,-0.0024355114,0.09352814,0.39578116,-0.4174147,-0.3958201,1
2017-10-27 00:00:00,0.17082095,0.020353874,0.13365066,-0.27290335,0.15368092,-0.52680856,0.01846932,0.2957775,7
2017-11-29 04:00:00,0.22957796,0.25594282,0.15942988,-0.37614083,0.22129722,-0.35426092,0.011383752,0.17146944,7
2017-11-28 08:00:00,0.19771287,-0.12546466,0.21857277,-0.13690785,-0.22831628,-0.15956755,0.37455037,0.48628455,2
2017-09-14 20:00:00,0.23766755,-0.27145913,-0.00680225,0.021670602,0.057664283,-0.21450329,-0.21451835,0.41417864,0
2018-03-29 00:00:00,0.12520596,-0.18377252,0.19412789,-0.18225624,-0.23892404,0.13685404,0.1496576,0.45698467,2
2018-07-18 00:00:00,-0.010341852,0.32995236,0.26035956,-0.17447199,-0.21892387,0.32935545,0.16495803,-0.04313651,2
2017-11-29 16:00:00,0.2221928,0.059415676,0.11999773,-0.30938646,0.30342945,-0.34790057,-0.19123615,0.18052267,7
2017-07-27 16:00:00,-0.08518276,-0.09103977,-0.07578783,0.17440431,0.017573033,0.30365682,-0.28969386,-0.2588243,4
2018-05-31 20:00:00,0.0026059777,0.17893027,-0.17978352,0.3214779,-0.0026667113,0.21582629,-0.06656496,-0.33711702,4
2017-09-06 08:00:00,-0.10924129,-0.3346949,0.1252066,0.004791552,0.26636663,0.57408994,0.070540234,-0.41799012,3
2017-09-11 08:00:00,-0.064968765,0.029808143,0.33946395,0.14493263,-0.028430555,0.4127944,0.45705825,-0.4000708,3
2017-08-07 08:00:00,0.30823895,0.2818184,0.0013506123,-0.08792904,0.039209347,-0.4379043,0.118489005,0.27408344,7
2018-08-02 20:00:00,-0.10307735,0.15474665,0.015876621,-0.09940509,-0.0075669964,0.48615104,-0.26312265,-0.2598513,1
2017-11-10 00:00:00,-0.07741164,-0.55898833,-0.049559798,0.43738878,-0.3730985,-0.045334008,0.44357935,0.31635278,5
2018-07-23 16:00:00,-0.11800099,-0.041181676,-0.3401426,0.21226999,0.19677791,0.09648824,-0.18153393,-0.39697424,4
2017-09-18 04:00:00,0.085797146,0.38330793,-0.2782979,-0.11067842,0.14208207,0.0029713907,-0.2228353,-0.19100875,6
2018-05-07 12:00:00,0.00474348,0.11247294,-0.3899884,-0.16633418,-0.21486449,0.17360495,-0.23160987,0.19852802,6
2017-10-24 20:00:00,0.20396872,-0.023378026,-0.12050602,-0.071154006,0.30904463,-0.61965305,-0.16788219,0.20341028,7
2018-01-23 20:00:00,-0.0045122905,-0.23278175,-0.26102984,-0.118710965,0.18836133,0.09148611,-0.27995783,0.021932602,6
2018-07-10 08:00:00,0.14491135,0.10652549,0.21038781,0.2379303,-0.3319358,0.27005696,0.62239313,0.019954804,5
2018-01-24 16:00:00,-0.07636771,-0.14549856,-0.4372403,0.42790765,-0.027408047,0.016726121,-0.1184272,-0.18384662,4
2018-08-23 12:00:00,-0.1212961,0.27752098,-0.010986241,-0.15245064,0.042743973,0.6124489,-0.17148875,-0.44952244,1
2018-03-01 08:00:00,0.25035223,0.07926232,0.07110141,-0.25388232,0.32550463,-0.43277198,-0.17449625,0.20356008,7
2017-08-01 04:00:00,0.030265734,-0.47813502,0.14098592,0.26920187,-0.5339289,-0.24993221,0.6487013,0.6107733,5
2017-11-01 08:00:00,0.26220816,0.5444338,0.14023182,-0.21875037,0.20447277,0.064068,0.06727364,-0.23614495,1
2018-07-05 12:00:00,0.08033634,0.20323339,-0.09265157,0.27035517,-0.15996255,0.20354725,0.4054403,-0.061034612,3
2018-07-20 16:00:00,-0.02614234,-0.27714455,-0.0008269602,0.10282104,-0.3553723,-0.56924284,0.42603913,0.581632,5
2017-08-14 08:00:00,-0.072451256,-0.091786556,-0.49109736,0.1124235,-0.013509519,-0.21041219,-0.44851184,0.072658114,0
2017-09-29 12:00:00,0.027502088,0.16506538,-0.40769124,-0.28444278,0.5327654,-0.17643248,-0.66647446,-0.27752155,6
2017-12-07 04:00:00,-0.017670061,-0.00864246,0.3661098,-0.3497557,-0.038658306,0.26140726,0.11339159,0.10929596,2
2018-02-19 08:00:00,0.08757368,0.33711708,0.35272065,-0.16952117,0.1627785,0.5123268,0.21731709,-0.42098343,1
2017-09-29 20:00:00,0.16591464,0.058142975,-0.26488748,-0.09590972,0.35625854,-0.33992913,-0.4210424,0.04907191,6
2018-10-03 04:00:00,-0.04056959,0.026127521,0.43019366,0.17971347,0.0047925073,0.44110453,0.33260864,-0.36922207,3
